着手处理	tackle	approach
用纽扣装饰	button
打扰	annoy	bother	bug	disturb	interfere	interrupt	intrude	intrude
共用	share
（商业）通知	advise
使相同	unify
打扮	array	deck	dress	habit	toilet	trick
小憩一会儿	breathe
用（床单等）包裹	sheet
对…施加压力	bull	push
谴责	damn	tax	accuse
转给（弊害等）	entail
滴出	drip
为（文学作品）设计情节	plot
铭记	grave
（风、雨等）吹打	beat
反复敲打	buffet	hammer
[法]流通使用	utter
带有某种腔调	tone
变脏、受污染或玷污的	soil
以…为标志	badge
教导	educate	enlighten	school	teach	wise	instruct
使错综	complicate
变得更好	improve
使蒙羞	humiliate	shame
采用	follow	gauge	adopt
迫使…陷于不幸的境地	condemn
缝合	seam
仔细汇报	detail
信赖	depend	rely
优生交配	breed
调弦	string
做苦工	slave	sweat
乞讨	beg
噘起	purse
[证券]从事投机使（证券等）价格上涨	bull
加垫子	pad
[经]构成优先于…的财政要求	underlie
传布（如知识）	disperse
聚积	collect
承认(比赛、选举等失败	concede
偷运	smuggle
复苏	revive
死	finish
（将价格、收入等）划分档次	band
把…藏在心中	bosom
侧转	swing
偷懒	slack
歪	sway
剔骨头	bone
（轻度或暂时地）减少	dip
压痛	pinch
化合	unite
为（某人）写传略	profile
疏远	alien	distance
用泵抽	pump
忍受（常与out连用）	tough
抹去	erase
触怒	offend	provoke	rub
拘押	hold
使腐烂	corrupt
为…建立基础	build
从事金融活动	finance
应获得	merit
过早地考虑（或说、做）一件事	anticipate
改变…以适合(for)	adapt
以掌测量	span
发酵	proof	rise	sour	sweat
（将某物）烤硬	bake
赶紧	despatch	haste
翘起拇指请求搭乘（过路汽车）	thumb
信任	believe	credit	rely	trust
法律或指示	prescribe
发出巨响	crash
质疑	challenge
强加	impose
使…充满香气	perfume
（在文章中）添加	insert
使振作	man	refresh	spirit
（价值	recede
把…挤进	jam
输出	output	export
攫取（常与at连用）	grasp
着火	catch
拉用	collar
打板球	cricket
测量土地	survey
使赤裸	bare
照顾	attend	attend	favor	mind	tend
抽烟	smoke
（使）停止转动	stall
上船	embark
撕成	rip
使搭接	lap
抽水	pump
打包	packet
使变调子	tone
寻求	court
使受电击	shock
遮挡	hide
热烈地拥抱	hug
使分支	branch
宣称	declare	pronounce	say	allege
使上瘾	addict
转化	translate
用无线电波发送	send
系	attach
残害	savage
扭住领口	collar
把（药等）配分剂量	dose
用胶版印刷	graph
强调	emphasize	highlight	underline	insist
打字	type
打孔	blank	punch
（用水泥、胶等）粘结	cement
由铁道运输	railroad
使转移	transfer	divert
（使）碎裂	fragment
倒闭	fail
使适合(fit的现在分词)	fitting
绘画(draw的现在分词)	drawing
有先见之明	foresee
指望	count
移植（器官、皮肤、头发等）	transplant
（人、车等）排队等候	queue
穿成串	thread
脱水保存（如肉或其它食物）	dry
自愿去做	volunteer
当兵	soldier
搁于枕上	pillow
（使…）开裂	crack
衰落	decay	decline	ebb	set
剪切	cut	shear	shear
（因受伤或死等）倒下	drop
削成	chip
操练	drill	drill
使有裂纹	flaw
把。。装入袋中	bag
（如酸）腐蚀	eat
把…弄空	empty
变习惯	harden
以…身份出现	pose
用球板击球	bat
（使）获得	secure
沉思	contemplate	meditate	ponder	study
把…奉献给…	sacrifice
用白垩粉擦（桌球杆等）	chalk
耐贮藏	store
使简易	simplify
常到	frequent
使消失	vanish	dissolve
碰上	front
逐渐消失	blank	melt
重复	duplicate	echo	repeat
叫喊着说	yell
侵蚀	corrode	eat	sculpture
主编	edit
黏附	adhere
以石掷向	stone
议定	conclude
翻页	page
云集	swarm
合拢	fold
使滑动	glide
赢得	earn	gain	pull
溺爱	mother
轰炸	bomb
把…改写成散文	prose
改建（房屋）	alter
由…而造成[产生]	result
得到补偿	recruit
在…上织网	web
合拍	time
证明…合格	qualify
碎裂声	crack
脚步沉重地走（或跑）	pound
（尤指向慈善机构）捐赠	donate
夺得	capture	snatch
（使）流通	circulate
〈古〉烧（酒）	still
使困窘	confuse
感到剧痛	sting
使具有特性	specify
供给	give	provide	supply
使分裂	part	disrupt
茂盛	flourish
给予…专利权	patent
反败为胜	rally
消退（炎症等）	resolve
剪短（尾巴等）	dock
编程序	programme
限定	determine	limit	narrow	qualify	restrain	restrict
排列	array	range	rank	rank	structure	dispose
头晕眼花	whirl
发散	radiate
装潢	dress
使陷于不利地位	queer
（心脏）狂跳	pound
掠过	brush	glance	glide	graze	shave	sweep
规避	evade	evade
吼	roar
加快	accelerate
&到达	get
诉说	complain
深思熟虑	contemplate	reflect
使（自己）沉溺于	indulge
使相交	cross
受考验	test
做成球状	ball
结交	associate
把…弄湿	bathe	wet
用头顶	head
通过叫卖主动兜售（货物）	hawk
付…薪水	salary
&预示（某事）	threaten
预感	anticipate
讲话者暂停了一下	soak
使不透水	waterproof
侵略	invade
用脚踩踏	stamp
排解	interfere
选定（陪审团）	panel
应归功于	owe
在…上镀锌	zinc
把（舵）转向左边	port
横越	voyage
接受训练	train
匆匆离开	despatch
飘浮	ride
辅导	coach
结网	spin
追求某人	romance
使高兴	cheer	delight	flatter	glad	jolly	please	pleasure	rejoice
成团	lump
经得起移植	transplant
起诉	prosecute	prosecute	sue	tag
谢绝	decline	decline
掷	cast
弄瞎	blind
开[乘]汽车	motor
驱进	drive
偷窃	boost	rifle	sneak
齐足（或双足）跳行	hop
接	field	adjoin
得到装备	outfit
由…构成	comprise
使不同	vary
推	bull	poke	push	shove	wheel
节约	pinch	spare
（权利、权威等）归属	lodge
驱除	exclude
与…媲美	parallel
掐	pinch
饰	act
用完	finish
把…置于底座（或基座）上	base
管道运输	bypass
用画笔画	pencil
使再生	revive
吠	cry
饮	drink	drunk
掏	scrape
胡椒等）刺激	bite
滔滔不绝地讲	bubble
（使）混合	merge
[数]作图	construct
（用煤等）封炉火	bank
（雨）降下	rain
偏离	vary
给予（债权人）优先权	prefer
用曲线图表示	graph
给与…特权	privilege
做礼拜	worship
制服	overcome
压低	depress
用桨划船	paddle
逛商店	shop
减弱	appal	kill	recede
涂	apply	spread
用上蓝剂于	blue
不屑做	scorn
打发（时间）	while
拔…的胡子	beard
跟在…后面	tag	trail
重做	repeat
烧坏	burn
（水或其他液体）滴	drop
维修	service
呈现	assume	exhibit
剥夺	deprive	shear	strip
（使）结块	cake
送	send
依从	comply
牵引	tow
收帐	collect
似用泵来拉、转或倒	pump
上涂料	size
约束	bind	constrain	reduce	restrict	school
摆脱	dump	emerge	slip	ditch
胶合	glue
通过设定一时间期限来统治	deadline
搅动	agitate
藐视	trifle
要	want
运输奴隶	slave
减弱…的权势	diminish
猛划船	bucket
切成	cut
含有	drip
皱缩	draw	shrink
使专门化	specialize
杜撰	coin	fable
集中全力于	bend
出游	journey
推迟	delay	wait
剩余	remain
推进	promote	propel	push	urge
预见	anticipate	foresee
谢谢	thank
伤害（感情	injure
列于表上	list
声称	announce	assert	claim	contend	declare
查出	smell
剪	clip	clip
[口语]长时间地思考	noodle
置于球面内部	sphere
变热	hot
（使）熄火	stall
剔	pick
使…成功	prosper
胁迫	blackmail
剁	chop
剃	razor	shave
被重复	echo
出牌	discard
零卖	retail
拳击	box
割开	separate
使跌价	depress
烘焙	bake
宠坏（孩子等）	spoil
使符合流行式样	style
请原谅	forgive
打倒	bowl	fell	floor	overthrow
使目眩	dazzle
使密切结合	knot
突然跳出	spring
剧增	soar
帮助	assist	facilitate	help	support	aid	aid
使中断	halt	disrupt
侵袭	attack	invade	invade
吞并	absorb
使长满苔藓	moss
环绕	belt	circle	ring	wreath
起球	pill
（按照规矩）管理生活	living
为…备马	horse
[棒球]快速传（球）	snap
输入	import	input
朝向	front	front	home
掷（色子）	throw
摆渡	ferry
挖出（孔、洞）	hollow
用滑雪杖加速	pole
竞赛	compete
震动	pulse	rock	tremble
惧怕	fear
购得	buy
分担(in)	share
填满	inhabit
搂着脖子亲吻	neck
为水淹没	flood
使震惊	shock	startle
遭受	suffer	sustain	undergo	incur
批改	correct
直立	rear
放宽	loosen	relax
使关进畜舍（或马厩、牛棚等）	stable
有能力	suffice
申辩	plead
露齿而笑	grin
像猪一样过活	pig
泼出	spill
摘录	abstract	excerpt	excerpt
欢庆	rejoice
（为物色、招募目的）特别关注	rush
反复讲	drum
离弃	abandon
参加电台、电视节目的演出	broadcast
涂改（支票）	kite
报价	quote
选取	extract
给…装信管	fuse
晒太阳	sun
打算或注定要某人成为或做某事	mean	means
去（果）核	core
悬摆	swing
[美国英语]给…开收据	receipt
记述	chart
恢复平稳	right
洗药水浴	dip
倾盆而下	bucket
排掉水	drain
（颜色）调和（与with连用）	tone
胡闹	monkey
（在某地）采取军事行动	operate
抛锚	anchor	anchor
画漫画	cartoon
动力	steam
加强语气	emphasize
使变浅薄	shallow
（钟、表）走快	gain
把…加以艺术乔装	art
蓄长	grow
在…上铺地毯	carpet
玷辱	shame
撤离	evacuate
投票	poll	vote
仿造	fake
巡逻	patrol
坚决主张	argue
毁坏	damage	massacre	wreck	injure
弄斜	incline
喘息(pant的第三人称单数)	pants
把…当作中心	centre
引起…的好感（或兴趣）	attract
将…移交上级法院审理	appeal
使较量	match
开枪	discharge
挥动	flourish
摆船	pole
表示异议（与to或against连用）	except
使运作	work
开发（土地、资源等）	develop
使瘫痪	paralyze
装肋于	rib
变得明朗	dawn
吸收食物	digest
发牢骚	crab	groan	plain
击退	repel
在…打开通道	tunnel
（使）模糊	mist
看起来好像	look
享受	enjoy	pleasure
（书写	white
快速地流动	course
（使）被卡住	catch
给…加大油门	gun
使发抖	shake
感情上变得温和	melt
上涨	advance	advanced
拴住	bolt
拍成	pat
注满	brim
使具体化	embody	incorporate
使冰冷	chill
参加网络闲聊	chat
使对质	confront
联合抵制	boycott
使产生兴趣	interest
提出理由证明	argue
发呜咽声	sob
变钝	rust
演讲	pronounce
制成核正誊本	exemplify
非常多	abound
装满	load	store
划过	knife
区别对待	differentiate
俚增加（饮料的）酒精含量	needle
变矮小	dwarf
出新芽	stock
擦	brush	rub	scrape	scrape	scratch	wipe	wipe
承诺	commit	undertake
怒骂	storm
孤注一掷	gamble
抵抗	resist	dispute
略过	skip
跌倒	fall	tumble
提高	better	boost	elevate	enhance	up
抽芽	sprout
略述	outline
清扫	clean
写评论	review
与…成平局	tie
入学	enroll
摸索	feel	grope
幽禁	chamber
使正	right
用石子扔	pebble
联合	club	consolidate	joint
献身于	attend
指路	conduct	point
提高（飞机乘客、旅馆住客等）的待遇	upgrade
捕猎（动物、鱼）	harvest
表演保龄球	bowl
在…上挑起争论	issue
无意中说出	blunder
使潮湿	damp	wet
（船、飞机等）卸货	discharge
（使）做出决定	determine
妥协	compound	compromise
突然下降	dive
挑剔	criticize	fault	fault	pick	quarrel
卸下货物或其它负担	unload
调整使适应	tailor
跳舞	dance	step
压下	depress
退场	exit
沿…（方向）前进	course
悄悄地行进	ghost
使用铅版	stereotype
挤	crush	squeeze
振作	revive
使相形见绌	dwarf	shame
散步	spot	stroll	walk
使陷于瘫痪	cripple
放下	down
使对照	contrast	oppose
类似于	resemble
伸出	finger	poke	project	extend
呈蓝色	blue
挖	pick
按	press	push
使变重	weight
合伙	partner	partner
求爱	court
涂橡胶于	rubber
排列整齐	dress
（使）流传	circulate
以推销自己的意图）	hijack
（尤指用马刺）策（马）加速	spur
压紧	compact	compress	pack
卷起	comb
解决	concert	cure	decide	settle	solve
集中：稳定地集中或指向：	fasten
详细制定	elaborate
行使职责	function
（狗）闻着臭迹追	road
探寻	seek
使变换	turn
对…做手脚	fake
（使）困难	embarrass
用钻、挖或掘的方式打通	bore
夺走	tear
把…关在房间里	closet
挑起	provoke	shoulder
用…的手套	glove
驱动	propel
审判	judge	try
急派	fling
轻拍	flap
专心致志于	bury
粘贴	paste	stick
轻拂	kiss
以活门调节	valve
选矿	concentrate
口译	interpret
染透	grain
眼花	whirl
翘起	cock
发出（电报等）	flash
在困境中持续下去	rub
开办	start
聚于角落	corner
得知	hear	learn	learn	learned
把…切成片（或段）	section
使浸透	steep
逃离	flee
部分相同	overlap
使互相关联	correlate
苦干	labor
达到（认识、理解或相信的程度）	come
公开展览某物	exhibit
扰乱	undo	disorder
实施	conduct	enforce	implement
（通过努力等）赢得	win
重新开始	renew	renew
把…覆盖在…上(over)	spread
击	striking
接触	contact	rub	touch
使疯狂	mad
凿	chip
用…线缝	thread
给…戴手套	glove
在…挖掘隧道	tunnel
在…之前发生或出现	precede
从事	embark	engage	engage	follow	have	prosecute	undertake
经销	sell
偷听	overhear
被洗掉（通常与out和away连用）	wash
接见	receive
用手操作	handle
使回火	temper
（物体）塌下	give
证明是	prove
准备行动(against)	arm
使失望	disappoint	disappoint	fail	sour
渐进	inch
睡眠状态	sleep
呈现某种色彩	tone
（使）成长	develop
长得健壮	thrive
请客	dine	hostess	treat
（使某物）旋转	rotate
咳出	cough
进入轨道	orbit
芒刺）	beard
行骗	cheat
附加	tag	accompany	adjoin
封闭或限制	chamber
使…变大	expand
引爆炸药	fire
鸣汽笛	whistle
用电车（等）运	tram
清洗	wash
为…而斗争	champion
邀请[常接不定式或从句]	request
勇敢地对抗	beard
以…而自豪	pride
突然大声说出	rap
烧毁	burn	consume
交错而行	cross
使骚动	disturb
割颈杀死（家禽等）	neck
影响	bias	guide	react	affect	influence
争夺	contend	contest	scramble	dispute
使成团	lump
使伤残	disable	invalid
（火车、轮船、飞机等）接受乘客	board
因病而奉命退役	invalid
筑巢	nest	nest
控诉	charge	complain	sue
卷进入	suck
混音	mix
大量出现	bloom
下订单	order
审计	audit	audit
变质	spoil
游荡	float	loaf	swan	wander
发散气体	evaporate
使动摇	fluctuate
猛击	bang	hammer	lash	whale
自负有	boast
使变成银色	silver
送…回家	home
（使）参加比赛	race
蜂拥	pile
浓密（或茂密）地生长	bush
由舆论决定	vote
反映	glass	mirror
〈古〉对…发怒	stomach
定级	rate
使孤单	desolate
炸破	burst
要紧	matter	signify
使生长	sprout
弄湿	dew	wash
重新流行	revive
参加体育运动	sport
使（头脑、神智等）清醒	clarify
漂泊	drift	tramp
绊倒	trip
用魔法变出	magic
（在松软的表面）压印	print
嗡嗡作响	zoom
重演	duplicate	react
击鼓	drum	drum
换算	convert	reduce
奉献	dedicate	devote	sacrifice
干预	interfere
给医嘱	prescribe
懈怠	slack
使高雅	refine
欺负人	rag
（使）长大	age
大量地给	rain
袒护	front
渐盈	wax
审查	investigate
[体]任主要运动员	anchor
下赌注	bet	gamble
游历	travel
使隶属于	affiliate
（使）卷曲	curl
倾向于	incline
进行测试	quiz
作一垒手	single
败坏（名声）	stain
使失色	pale
设计作品情节	plot
改编	adapt
起源于	arise	originate
向…下达简令	brief
（车辆）急驰	hell
使斜靠	lean
变淡	thin
参照	reference
切成薄片	shave
匆忙离去（有时与off连用）	pack
用言语表达	word
&增加	increase
洒	sprinkle	sprinkle
（表示必要或很重要）必须	must
洗	wash
紧抱	fasten	hug	press
搀扶（某人）上下车	assist
铸造	cast
受益	benefit
隔离	segregate	isolate
把…放入或存入仓库	warehouse
醒	wake
血球溶解	lake
吹毛求疵	rank
促动	motivate
扔掉	reject
迅速行动	clip
享用美食	feast
构成	compose	compose	constitute	construct	form	structure
重击	sock
产生回响	echo
使温暖	heat
打捞	drag
想(think的过去式和过去分词)	thought
在…巡回演出	tour
挣得	earn
使（液体）溅起	splash
使激动	hot	thrill
浪费	fool	lose	riot	waste	dissipate
对…进行调查	poll
赐予	endow
搁浅	ground
使休息	rest
拨弄	finger
[航海]用一根杆来推动	pole
用洗发剂洗头	shampoo
使驯服	gentle
使行动起来	arouse
（驯兽）玩把戏	perform
赋予	clothe	endow	gift	vest
恢复精神	refresh
使忙碌	occupy
用爪抓（或挖）	claw
使重新流行	revive
摊开	unfold
抓破	scratch
游行示威	march
蹒跚行进	jog	jog
急忙抓住	grasp
使处于（某种状态）	put
[地质学]变动从而产生断层	fault
发稿	file
把…四等分	quarter
玩耍	play
高视阔步地走	stalk
容易搬运	handle
摘	pick
扮演	perform	play	pretend	represent	act
拉过来	pull
作注释	comment
业务或活动范围	branch
同感	sympathize
评判	judge
同意	applaud	approve	comply	consent	grant	grant	hold	license	side	undertake	accept	agree	agree
（用墙、篱笆等）把…围起来	enclose
拒绝参加	boycott
对…说“但是”	but
使改变方向	turn
调整（或对准）…的角度	angle
喝采	acclaim
报复	retort
评分	grade	mark	score
（使）觉醒	waken
吃得过多	stuff
划分乐句	phrase
联合（起来）（通常与together连用）	band
成为空的	empty
转向左舷	port
隐含	imply
（使）失去（所需要的东西	lose
[电子学]接收	receive
娇养	baby
使处于有利地位	advantage
失效	lapse
合铸	alloy
（使）爆炸	explode
伙同	band
透露	leak
纷纷降落	shower
以笑表示	laugh
挤过去	squeeze
失散	wander
完成或结束	complete
把…硬挤	intrude
以系带系紧	lace
作记录	witness
除去…的灰尘	clean
（使）清醒	sober
预防	avoid	prevent
干涉	poke	interfere	intermediate
[数]化为零	vanish
使挨饿	starve
稀释	dilute
联系	contact	correlate	touch
（使）调和	blend
透彻理解	assimilate
供出消息	talk
放掉气体或水（以使某物运行正常）	bleed
参加辩论、争执或冲突	tangle
[航]加夹箍夹牢	fish
没遇到	miss
拔出剑	draw
处于…前面的位置	precede
发证书给…	certify
[语]修饰	modify
穿越	cross	shear
记载	catalog	record
用天平称	balance
用斧砍	axe
贪吃	pig
认为（某事）会发生	expect
[法]复印	exemplify
孵化	hatch
起锚	weigh
恢复	rally	recover	repair	retrieve	revive	revive
绕着系上带子	belt
放轻脚步走	pad
飞快地带走	whirl
繁殖	breed	reproduce	increase
使（自己）想起一时忘掉的事	recollect
非…所能办到	surpass
变得复杂	elaborate
以灌木（或灌木丛）装饰（或覆盖、围绕、围住、支撑、标志、保护等）	bush
用工具给…加工	tool
迫在眉睫	loom
拒绝给予	withhold
尖刻批评、侮辱	slap
桩顶开花或开裂	broom
推断	compute	conclude	deduce	infer
哀痛	mourn
在…中出错	fault
打保龄球(bowl的现在分词)	bowling
盘问	demand	probe	quiz
使…痛苦	pain
给（动物）驱肠虫	worm
给…安衬里	line
怠慢	slight
尝味	taste
&练习	practise
划（行）	oar
泡	swim
利用	employ	reclaim	utilize	impose
被弄脏	soil
发给…许可证	charter
或出席活动）	come
延缓	delay	ease	postpone	postpone	suspend	wait
尤指服装、颜色等相配	suit
解救	free	save
腐烂	corrupt	foul	perish
依赖	count	depend	lean
斥责	carpet	scold
（比赛中）记分	mark
使跛	cripple	lame
使变苍白	pale
解散	dismiss	dissolve
绕成盘状	coil
捕到	land	spear
抢占	bag	grab
使成圆形	round
使…显老	date
围（围巾）	scarf
来回旋转	reel
（尤指长期地）希望	wait
挖空	scrape
试探	feel
暖和起来	warm
激起性欲	arouse
使（人、举止、仪表等）变得优雅	polish
继位	succeed
（通过努力）到达	gain
用螺丝拧紧	screw
擅离职守	desert
燃烧	fire	flame	flare
停泊	anchor
应付（困难局面等）	manage
执行	conduct	discharge	enforce	perform	administer	execute	implement
应用	apply
艰苦地行走	paw
答复	answer
镀青铜于	bronze
惊醒	rouse
证明（某人）患有精神病	certify
闻到	scent
更（衣）	shift
生根繁殖	layer
穿教服	vest
毁灭	consume	perish	ruin	undo
意指	infer
（使）前进	advance
叫醒	rouse	stir	wake
高视阔步	stalk
事先指导	prime
为雾笼罩	fog
耍花招	fox
往或朝…而去	seek
生小猪	pig	pig
[建筑学]给（房屋）建屋脊	hip
为…费心思	study
使运行	operate
为…提供床位	sleep
咚咚地走	pound
封堵	stem
减轻（病痛、疑虑、恐惧等）	quiet
（使）翻倒	overturn
被举起或抬高	hoist
怒火中烧	boil
陪同	accompany
向…提交文书	instrument
可以追溯的	trace
效仿	echo
泼溅	dash
退位	yield
[化学]使老化	age
（尤指）[棒球]将（球）击中击球员头部	bean
忘记	fail	forget	forget
急速上升	rocket	zoom
给…加煤	coal
纠缠	foul	torment
提出	float	lay	offer	pose	present	render	subject	advance
把…固定在	bed
染污	stain
动员	mobilize
搬动	move
退出（某种活动）	recede
乘热气球飞行	balloon
精心调查	spy
使成块	lump
侍候	attend
作评语	comment
买卖	merchandise	trade	traffic
求助（于）	appeal
使沉默	silence
服药	dose
赡养(+for)	provide
描述	depict	picture	portray	qualify
选择	choose	elect	opt	select
（用仪器）测量	gauge
把…输入电脑	input
奉承	flatter
屠宰	butcher
使成横排	rank	rank
公开宣称	testify
腌制食物	preserve
开始出现	dawn
使充满恐惧	appal
假寐	doze
狠揍	cream
浏览	browse	dip	page
筑成池塘	pond
从事间谍活动	spy
除	ratio
懒洋洋地躺	lounge
使变酸	sour	turn
给…上蜡	wax	wax
[主用于法律]了结	determine
为…报仇	revenge
耍阴谋	intrigue
把…奏成爵士音乐	jazz
提出（问题）	start
终止	cease	cease	conclude	determine	end	lapse	abandon
（景象	greet
使消沉	chill
为…而奋争	contest
使…成熟	mature
指定遗传密码	code
使完美	accomplish
学习(learn的过去式和过去分词)	learned
绕行	round
下冰雹	hail
参拜圣地	pilgrim
握住	hold	hold
梳理（羊毛等）	tease
畏缩	shrink	shy
结合起来	band
辟（路）	chop
使（例如铃）响	ring
不喜欢	dislike
管制	confine	police
浮出水面	surface
以耙子耙平（泥土等）	rake
听见(hear的现在分词)	hearing
说话	talk
（尤指在其他人不成功时）扬扬自得地夸口	crow
给予合法的地位	legitimate
吐痰	spit
用瓦片、瓷砖等覆盖	tile
感动	melt	affect
担任…的职员（或雇员）	staff
反驳	contradict	contradict	counter	counter	retort	retort
迁移	migrate	remove	remove	transplant	transplant
向…祝酒	pledge	toast
使不中用	disable
使分娩	deliver
有益于…	profit
（为购买某物或做某事而）支付	give
（使）联合	unite	associate
收集木材	wood
非正式擅自公开	leak
阻止（敌人）不使前进	bay
刷卡	wipe
磨平	lap
使难解	puzzle
看护	tent
（街头艺人演出后）收拢钱币	bottle
影响（某事发生的方式）	condition
说着玩	joke
呼啸	whistle
被翻译	translate
握紧	grip
看到	lamp	observe
欺瞒	blind
不计	except
使昏乱	dizzy
有益于	avail	avail	benefit	advantage
变得松散	loose
急走	whirl
起始	begin	start
鄙视	sniff	despise
得意于…	pride
昏过去	faint
电传	cable
关	close	close
拉长	prolong
用机器加工	machine
构想	picture	think
请求得到	request
（使）难以区分	blur
搀扶	hand
跳入	plunge
启发	civilize	enlighten
雇用工作人员	staff
[船]使（木板）接缝平滑	reconcile
使凝聚成一团或形成一堆	bulk
优先于(underlie的ing形式)	underlying
看轻	underestimate
[游戏]参加游戏	play
意思是	meaning
附入	enclose
使…居下位	subordinate
思考	debate	reason
镇压	crush	suppress
用肘推	punch
规劝	urge
粉刷	decorate
往复移动	saw
感激	appreciate	owe
明确提出	specify
招待（客人）	help
逗弄	rib
碰巧	chance	happen
（气候、食物等）适宜	agree
担任跑龙套角色	super
做准备	provide
成立	found
澄清	clarify	fine
备以木材	timber
使住临时营房	hut
镀锌于…	zinc
使带有条纹	stripe
对…感到好奇	wonder
变坚实	firm
引起（注意、想像、兴趣）	capture
捉拿	seize
到达	arrive	attain	attain	come	fetch	find	found	reach
脉动	pulse
教	teach	instruct
使起毛	nap
用爪抓	paw
起动	start	activate
钻（孔）	bore
产生…结果	mean
把…品质归于某人	attribute
声明	declare	declare	state	testify
收容	ward
使充满…的气味	scent
热衷于…	launch
将…围起来	rail
给装上羽毛	feather
散去	dissolve
开槽于	slot
布告	notify
把…联合起来	band
快速	smoke
（使）胶	cake
割断…的四肢	limb
（机器等）开动	move
回应	reply
快递	despatch	express
发给特许执照	charter
灌输	sow
使堕落	corrupt	pollute	ruin
选修	minor
留间隔于…之间	space
长皮	skin
&收缩	shrink
保留	hold	reserve	saving	keep
不按规章地偷带（人或物）	smuggle
（在蛋糕上）撒糖霜	frost
&（使）缓行	slow
用姓名的首字母签名	initial
[军]牵制	pin
关好	lock
失败	fail	fail	lose
要价	ask
屠宰（动物）	slaughter
使融化	fuse
〈口〉打	jacket
紧靠…走	hug
在…上结硬皮	crust
（到…）去买东西[购物]	shop
靠近	approximate	approach	approach
鞭策	spur
可用于切割	cut
（食物）吃起来感到	eat
[口语]奔跑	chase
陪伴	attend	companion	accompany
怀有情感	owe
位于…的边缘	skirt
扮怪相	mug
攻破	breach
使摇摆	stagger
（以光线）撒满	bathe
使…上涨	pyramid
暂缓	stall	suspend
强烈要求	urge
使蹒跚	stagger
[园艺学]修剪	train
搭帐篷	pitch
长期榨取（某人的钱）	bleed
使感兴趣	tempt
（用线、绳等）系	tie
突然出现	pop	shot	start
使长满树林	forest
溜蹄	pace
使复杂化(complicate的过去式)	complicated
面对	confront	envisage	face	front
使免受令人不快的影响	cushion
承担（费用）	absorb
相容	mix
原谅	pardon	excuse
教化	civilize
用运货马车运输货物	wagon
宿营	camp
给料	input
生水垢	scale
好奇地查看	sniff
总计达	total
用钩挂	hook
变脏	dirty	soil	soil	black
喘着气说出	gasp
等候	await	wait	abide
刁难	spite
呜咽着说	sob
中断	quit	stop	interrupt
把…对准（某方向或某人）	direct
使用某物为燃料	burn
浸泡	liquor	soak	soak	steep
用杆子击打、戳、或搅拌	pole
趋向（于）	tend
拆移	part
解（谜）	riddle
算为	count
像母亲般地照顾	mother
支配	control	dictate	dominate	govern	rule	influence
向…方向移动	head
追求（常与after连用）	chase
像长筒袜一样抽丝	ladder
怕羞	blush
做证人	witness
用公报发表	bulletin
赊货给…	finance
看起来忧愁（或害怕、愤怒等）	cloud
给…服药	dose
教训	jaw	lesson
（种子）繁殖	seed
剥光	strip
转动	twist	wheel
挤进	tuck	wedge	wedge
进食	fare	fare
乐于接受	welcome
[数学]求…的微分：计算导数或（函数的）微分	differentiate
使贫困	distress
（在文字等旁）标星号	star
[美国口语、俚语]（用抛投物）击或打…的头部	bean
作诗或者从事于作诗	verse
把…延展到远处	remote
低声下气	humble
轻快地走	step	trip
污染	contaminate	dirty	dirty	poison	pollute	stain
严格控制	rein
筹办	stage
担任…的主席	chairman
发音	articulate	pronounce	voice
为…加冕	crown
关进	shut
破裂	crack	fragment
依然	remain
给…加路缘	curb
举办	give
漏水	leak
磨亮	lap
运行	perform	run
略呈波形	wave
使相连	twin
（使）厌恶	revolt
哽咽	choke
意味(mean的现在分词)	meaning
用…替代	substitute
归类	classify	group
变得更窄	narrow
（诗歌）符合韵律	scan
对（做）某事感到厌倦	tired
相撞	collide
收割	crop	harvest
调整步调	pace
组成公司	incorporate
流下	shed
穿梭般来回移动	shuttle
绘制地图	chart
牢记…的宿怨	score
开采	mine	exploit
使沉没	swamp
使皈依	convert
哄传	noise
被评价	rate
自贬	stoop
发表宣言	declare
罚款	fine
吃或喝	touch
追	pursue
移往	migrate
表示深深的遗憾	mourn
是…的后裔	descend
改编（剧本等）	arrange
按类型把…归类	type
爆[突]发	explode
坚决要求	insist
用头顶(head的现在分词)	heading
使知罪	convict
锻造	forge	forge
持枪	port
使登基	throne
零售	retail
使报到	report
虚度	fool	moon	trifle
辩论	argue	debate	plead	reason	dispute	dispute
堵	plug
[医]推拿	manipulate
变红	blush
当心	beware
尽情作乐	ball
[音乐]把（音调）升高（半音）	sharp
传授	initiate
东拼西凑地做	quilt
使复杂化	complicate	perplex
疏通	bypass
[俚语]露出屁股以戏弄	moon
损坏	shatter	spoil
付地租	rent
使依赖	rest
进行试验	experiment
终止(end的现在分词)	ending
看到过	know
使…吃药	medicine
（使）局促不安	embarrass
重要	matter
示威游行	demonstrate
与…接界	border
打瞌睡度过	doze
以…为目标[目的]	aim
使…吃草	grass
（仪表等）指示	register
阴沉	shadow
变卖	realise
〈非〉烦恼	sweat
看	look	view
[牌戏]分	deal
给…穿上服装	costume
分支扩张	branch
顾虑	concerning
允许	consent	permit	permit	admit	admit	allow
有意	purpose
使无情	harden
挺胸迎…而上	breast
用键盘式排字机排字	keyboard
开辟（一小片土地）作为花园	garden
给…提供住房	house
微颤	quiver
劈开	knife	spring
沉没	submerge	swamp
（使）窘迫	embarrass
